"animal_id","year_cap","year_birth","age","weight","bcs","group"
"90-2016-0-672",2018,2016,2.5,171,116.125,"ey"
"90-2010-0-107",2013,2010,3.5,182,116.375,"ey"
"90-2012-0-347",2015,2012,3.5,172,116.375,"ey"
"90-2015-0-581",2019,2015,4.5,190,116.375,"ey"
"90-2018-0-853",2021,2018,3.5,175,116.875,"ey"
"90-2014-0-475",2020,2014,6.5,210,117.375,"ey"
"90-2009-0-053",2020,2009,11.5,NA,117.25,"ey"
"90-2010-0-102",2013,2010,3.5,167,117.25,"ey"
"90-2010-0-111",2012,2010,2.5,NA,117.25,"ey"
"90-2012-0-324",2018,2012,6.5,174,117.5,"ey"
"90-2013-0-275",2017,2013,4.5,163,117.5,"ey"
"90-2007-0-045",2009,2007,2.5,179,117.875,"ey"
"90-2011-0-370",2018,2011,7.5,201,117.875,"ey"
"90-2013-0-276",2015,2013,2.5,169,118.25,"ey"
"90-2014-0-458",2017,2014,3.5,166,118.25,"ey"
"90-2008-0-042",2011,2008,3.5,166,118.5,"ey"
"90-2011-0-362",2021,2011,10.5,223,118.375,"ey"
"90-2014-0-472",2017,2014,3.5,149,118.375,"ey"
"90-2009-0-053",2012,2009,3.5,166,119,"ey"
"90-2009-0-068",2012,2009,3.5,162,118.75,"ey"
"90-2013-0-292",2017,2013,4.5,177,119,"ey"
"90-2016-0-658",2019,2016,3.5,200,118.875,"ey"
"90-2017-0-783",2020,2017,3.5,174,119.25,"ey"
"90-2012-0-001",2018,2012,6.5,157,119.375,"ey"
"90-2008-0-041",2011,2008,3.5,177,119.75,"ey"
"90-2011-0-362",2016,2011,5.5,214,119.625,"ey"
"90-2011-0-362",2017,2011,6.5,213,119.75,"ey"
"90-2012-0-001",2021,2012,9.5,181,119.5,"ey"
"90-2013-0-285",2016,2013,3.5,174,119.5,"ey"
"90-2016-0-664",2020,2016,4.5,174,120.125,"ey"
"90-2012-0-320",2014,2012,2.5,148,120,"ey"
"90-2013-0-287",2015,2013,2.5,131,120,"ey"
"90-2018-0-859",2021,2018,3.5,187,120.125,"ey"
"90-2009-0-054",2012,2009,3.5,163,120.5,"ey"
"90-2011-0-362",2018,2011,7.5,214,120.375,"ey"
"90-2011-0-362",2019,2011,8.5,237,120.5,"ey"
"90-2013-0-286",2017,2013,4.5,171,120.625,"ey"
"90-2018-0-858",2020,2018,2.5,153,120.75,"ey"
"90-2007-0-038",2014,2007,7.5,233,120.75,"ey"
"90-2011-0-351",2020,2011,9.5,211,121.375,"ey"
"90-2008-0-032",2011,2008,3.5,155,121.375,"ey"
"90-2008-0-040",2012,2008,4.5,206,121.375,"ey"
"90-2008-0-058",2012,2008,4.5,192,121.125,"ey"
"90-2009-0-059",2012,2009,3.5,166,121.125,"ey"
"90-2012-0-326",2015,2012,3.5,158,121.375,"ey"
"90-2008-0-056",2013,2008,5.5,194,121.5,"ey"
"90-2008-0-058",2017,2008,9.5,179,121.75,"ey"
"90-2011-0-370",2015,2011,4.5,196,121.625,"ey"
"90-2015-0-559",2021,2015,6.5,216,121.625,"ey"
"90-2016-0-661",2020,2016,4.5,176,122.125,"ey"
"90-2010-0-115",2015,2010,5.5,186,122,"ey"
"90-2012-0-324",2017,2012,5.5,177,122.125,"ey"
"90-2013-0-278",2017,2013,4.5,180,122.125,"ey"
"90-2007-0-016",2011,2007,4.5,179,122.625,"ey"
"90-2017-0-780",2021,2017,4.5,164,122.25,"ey"
"90-2018-0-852",2021,2018,3.5,169,122.25,"ey"
"90-2010-0-109",2021,2010,11.5,192,123,"ey"
"90-2011-0-355",2015,2011,4.5,191,122.75,"ey"
"90-2011-0-370",2017,2011,6.5,195,122.75,"ey"
"90-2012-0-321",2015,2012,3.5,154,123,"ey"
"90-2014-0-463",2017,2014,3.5,160,122.875,"ey"
"90-2014-0-469",2019,2014,5.5,204,122.75,"ey"
"90-2008-0-056",2016,2008,8.5,186,123.375,"ey"
"90-2011-0-352",2015,2011,4.5,148,123.375,"ey"
"90-2012-0-324",2019,2012,7.5,177,123.25,"ey"
"90-2013-0-274",2016,2013,3.5,167,123.125,"ey"
"90-2007-0-040",2011,2007,4.5,207,123.625,"ey"
"90-2008-0-033",2011,2008,3.5,169,123.5,"ey"
"90-2008-0-037",2011,2008,3.5,194,123.75,"ey"
"90-2010-0-115",2016,2010,6.5,183,123.625,"ey"
"90-2013-0-286",2018,2013,5.5,203,123.75,"ey"
"90-2014-0-468",2018,2014,4.5,172,123.5,"ey"
"90-2017-0-777",2021,2017,4.5,197,123.5,"ey"
"90-2009-0-057",2013,2009,4.5,213,123.875,"ey"
"90-2009-0-064",2012,2009,3.5,176,123.875,"ey"
"90-2010-0-108",2012,2010,2.5,170,124.125,"ey"
"90-2013-0-284",2016,2013,3.5,155,123.875,"ey"
"90-2016-0-671",2019,2016,3.5,169,124,"ey"
"90-2017-0-786",2020,2017,3.5,165,124.375,"ey"
"90-2011-0-363",2016,2011,5.5,207,124.5,"ey"
"90-2014-0-464",2016,2014,2.5,159,124.375,"ey"
"90-2015-0-564",2018,2015,3.5,190,124.375,"ey"
"90-2016-0-665",2020,2016,4.5,171,124.75,"ey"
"90-2009-0-051",2012,2009,3.5,177,124.875,"ey"
"90-2013-0-273",2018,2013,5.5,196,124.875,"ey"
"90-2007-0-039",2012,2007,5.5,192,125,"ey"
"90-2008-0-039",2013,2008,5.5,228,125,"ey"
"90-2009-0-056",2012,2009,3.5,172,125.25,"ey"
"90-2012-0-325",2015,2012,3.5,178,125,"ey"
"90-2012-0-327",2015,2012,3.5,184,125.375,"ey"
"90-2015-0-579",2018,2015,3.5,167,125,"ey"
"90-2017-0-779",2021,2017,4.5,211,125.25,"ey"
"90-2008-0-054",2012,2008,4.5,206,125.5,"ey"
"90-2009-0-063",2013,2009,4.5,212,125.5,"ey"
"90-2017-0-782",2020,2017,3.5,173,125.875,"ey"
"90-2012-0-001",2020,2012,8.5,173,125.875,"ey"
"90-2008-0-034",2017,2008,9.5,170,125.875,"ey"
"90-2008-0-056",2014,2008,6.5,192,126,"ey"
"90-2008-0-056",2015,2008,7.5,195,125.875,"ey"
"90-2011-0-367",2016,2011,5.5,193,126,"ey"
"90-2014-0-459",2019,2014,5.5,207,126,"ey"
"90-2015-0-566",2018,2015,3.5,178,126.125,"ey"
"90-2016-0-667",2019,2016,3.5,175,125.875,"ey"
"90-2007-0-046",2011,2007,4.5,189,126.5,"ey"
"90-2010-0-106",2014,2010,4.5,177,126.5,"ey"
"90-2012-0-348",2015,2012,3.5,168,126.5,"ey"
"90-2013-0-277",2016,2013,3.5,172,126.375,"ey"
"90-2008-0-039",2015,2008,7.5,226,126.875,"ey"
"90-2010-0-101",2013,2010,3.5,167,126.75,"ey"
"90-2013-0-280",2016,2013,3.5,183,126.75,"ey"
"90-2014-0-473",2018,2014,4.5,184,126.625,"ey"
"90-2008-0-034",2011,2008,3.5,184,127,"ey"
"90-2011-0-363",2017,2011,6.5,203,127.125,"ey"
"90-2007-0-019",2012,2007,5.5,170,127.375,"ey"
"90-2007-0-046",2012,2007,5.5,202,127.625,"ey"
"90-2010-0-104",2013,2010,3.5,204,127.75,"ey"
"90-2011-0-351",2019,2011,8.5,231,127.75,"ey"
"90-2014-0-465",2017,2014,3.5,165,127.625,"ey"
"90-2014-0-466",2017,2014,3.5,139,127.375,"ey"
"90-2009-0-070",2013,2009,4.5,207,127.875,"ey"
"90-2011-0-367",2017,2011,6.5,200,128.125,"ey"
"90-2011-0-367",2018,2011,7.5,193,128.125,"ey"
"90-2011-0-370",2016,2011,5.5,200,127.875,"ey"
"90-2016-0-669",2019,2016,3.5,169,128.125,"ey"
"90-2010-0-103",2013,2010,3.5,173,128.375,"ey"
"90-2014-0-475",2017,2014,3.5,159,128.25,"ey"
"90-2014-0-475",2021,2014,7.5,208,128.5,"ey"
"90-2009-0-059",2013,2009,4.5,188,128.625,"ey"
"90-2011-0-367",2019,2011,8.5,224,128.625,"ey"
"90-2013-0-290",2017,2013,4.5,166,128.875,"ey"
"90-2014-0-467",2017,2014,3.5,150,128.75,"ey"
"90-2015-0-562",2019,2015,4.5,193,128.75,"ey"
"90-2016-0-670",2020,2016,4.5,184,129.125,"ey"
"90-2016-0-667",2020,2016,4.5,186,129.25,"ey"
"90-2007-0-039",2013,2007,6.5,216,129.25,"ey"
"90-2007-0-046",2017,2007,10.5,164,129,"ey"
"90-2007-0-048",2011,2007,4.5,214,129.125,"ey"
"90-2011-0-351",2016,2011,5.5,197,129.125,"ey"
"90-2016-0-664",2021,2016,5.5,174,129,"ey"
"90-2017-0-781",2019,2017,2.5,156,129.125,"ey"
"90-2017-0-787",2021,2017,4.5,190,129,"ey"
"90-2011-0-367",2020,2011,9.5,222,129.625,"ey"
"90-2014-0-469",2020,2014,6.5,201,129.375,"ey"
"90-2007-0-029",2009,2007,2.5,178,129.625,"ey"
"90-2009-0-052",2013,2009,4.5,231,129.5,"ey"
"90-2008-0-055",2012,2008,4.5,190,129.875,"ey"
"90-2009-0-058",2012,2009,3.5,173,129.875,"ey"
"90-2011-0-351",2015,2011,4.5,185,129.875,"ey"
"90-2007-0-039",2017,2007,10.5,188,130.125,"ey"
"90-2008-0-041",2012,2008,4.5,193,130.25,"ey"
"90-2011-0-352",2016,2011,5.5,160,130.25,"ey"
"90-2013-0-279",2017,2013,4.5,165,130.5,"ey"
"90-2015-0-581",2021,2015,6.5,202,130.25,"ey"
"90-2016-0-659",2021,2016,5.5,198,130.875,"ey"
"90-2010-0-109",2014,2010,4.5,196,131.625,"ey"
"90-2011-0-355",2016,2011,5.5,197,131.5,"ey"
"90-2013-0-291",2020,2013,7.5,173,131.75,"ey"
"90-2008-0-040",2013,2008,5.5,224,131.875,"ey"
"90-2010-0-114",2013,2010,3.5,185,132,"ey"
"90-2013-0-283",2016,2013,3.5,186,131.875,"ey"
"90-2013-0-288",2017,2013,4.5,167,131.875,"ey"
"90-2013-0-292",2018,2013,5.5,198,131.75,"ey"
"90-2015-0-574",2019,2015,4.5,197,131.75,"ey"
"90-2007-0-048",2016,2007,9.5,223,132.25,"ey"
"90-2012-0-347",2016,2012,4.5,188,132.125,"ey"
"90-2012-0-350",2016,2012,4.5,196,132.25,"ey"
"90-2013-0-275",2018,2013,5.5,187,132.125,"ey"
"90-2015-0-579",2019,2015,4.5,209,132.125,"ey"
"90-2018-0-855",2021,2018,3.5,210,132.375,"ey"
"90-2009-0-054",2013,2009,4.5,174,132.75,"ey"
"90-2013-0-274",2017,2013,4.5,150,132.75,"ey"
"90-2013-0-291",2019,2013,6.5,179,132.75,"ey"
"90-2016-0-672",2019,2016,3.5,183,132.75,"ey"
"90-2007-0-039",2016,2007,9.5,193,133.125,"ey"
"90-2008-0-054",2013,2008,5.5,216,133,"ey"
"90-2008-0-058",2014,2008,6.5,216,133,"ey"
"90-2009-0-070",2017,2009,8.5,190,132.875,"ey"
"90-2010-0-113",2012,2010,2.5,149,133.25,"ey"
"90-2010-0-109",2020,2010,10.5,198,133.625,"ey"
"90-2007-0-049",2010,2007,3.5,190,133.625,"ey"
"90-2009-0-053",2013,2009,4.5,185,133.375,"ey"
"90-2010-0-102",2020,2010,10.5,188,133.875,"ey"
"90-2009-0-067",2013,2009,4.5,206,133.75,"ey"
"90-2014-0-456",2018,2014,4.5,177,133.875,"ey"
"90-2010-0-102",2019,2010,9.5,188,134.375,"ey"
"90-2014-0-472",2018,2014,4.5,171,134.125,"ey"
"90-2013-0-286",2020,2013,7.5,224,134.625,"ey"
"90-2007-0-039",2015,2007,8.5,203,134.5,"ey"
"90-2007-0-048",2013,2007,6.5,257,134.625,"ey"
"90-2007-0-048",2017,2007,10.5,213,134.75,"ey"
"90-2008-0-058",2015,2008,7.5,199,134.5,"ey"
"90-2011-0-360",2014,2011,3.5,169,134.75,"ey"
"90-2012-0-322",2015,2012,3.5,154,134.75,"ey"
"90-2014-0-465",2018,2014,4.5,202,134.75,"ey"
"90-2008-0-039",2014,2008,6.5,229,135,"ey"
"90-2008-0-054",2016,2008,8.5,NA,134.875,"ey"
"90-2008-0-059",2012,2008,4.5,188,135,"ey"
"90-2014-0-469",2021,2014,7.5,193,135.125,"ey"
"90-2011-0-351",2017,2011,6.5,197,135.25,"ey"
"90-2012-0-325",2016,2012,4.5,196,135.5,"ey"
"90-2007-0-045",2010,2007,3.5,208,135.875,"ey"
"90-2009-0-068",2013,2009,4.5,182,136,"ey"
"90-2013-0-278",2018,2013,5.5,228,135.875,"ey"
"90-2015-0-565",2020,2015,5.5,170,136.25,"ey"
"90-2015-0-564",2020,2015,5.5,190,136.375,"ey"
"90-2010-0-102",2014,2010,4.5,169,136.375,"ey"
"90-2011-0-368",2014,2011,3.5,159,136.125,"ey"
"90-2012-0-326",2016,2012,4.5,176,136.25,"ey"
"90-2012-0-329",2015,2012,3.5,185,136.375,"ey"
"90-2015-0-579",2020,2015,5.5,213,136.75,"ey"
"90-2009-0-058",2020,2009,11.5,204,136.625,"ey"
"90-2007-0-040",2016,2007,9.5,225,136.75,"ey"
"90-2011-0-352",2020,2011,9.5,164,137,"ey"
"90-2007-0-036",2010,2007,3.5,224,137.125,"ey"
"90-2009-0-057",2014,2009,5.5,217,136.875,"ey"
"90-2009-0-066",2012,2009,3.5,202,137.125,"ey"
"90-2010-0-107",2014,2010,4.5,209,137.125,"ey"
"90-2011-0-354",2015,2011,4.5,185,137.125,"ey"
"90-2014-0-457",2017,2014,3.5,167,137,"ey"
"90-2016-0-665",2021,2016,5.5,177,136.875,"ey"
"90-2018-0-858",2021,2018,3.5,186,137,"ey"
"90-2013-0-278",2020,2013,7.5,215,137.375,"ey"
"90-2009-0-059",2019,2009,10.5,206,137.5,"ey"
"90-2014-0-460",2018,2014,4.5,184,137.375,"ey"
"90-2008-0-057",2012,2008,4.5,210,137.625,"ey"
"90-2010-0-109",2019,2010,9.5,212,137.625,"ey"
"90-2014-0-458",2018,2014,4.5,180,137.625,"ey"
"90-2014-0-462",2017,2014,3.5,172,137.875,"ey"
"90-2015-0-565",2019,2015,4.5,174,137.875,"ey"
"90-2015-0-578",2018,2015,3.5,142,137.875,"ey"
"90-2007-0-019",2016,2007,9.5,161,138.375,"ey"
"90-2009-0-059",2018,2009,9.5,183,138,"ey"
"90-2013-0-292",2020,2013,7.5,233,138,"ey"
"90-2013-0-275",2020,2013,7.5,219,138.375,"ey"
"90-2010-0-106",2021,2010,11.5,177,138.375,"ey"
"90-2011-0-352",2018,2011,7.5,164,138.125,"ey"
"90-2011-0-352",2019,2011,8.5,173,138.125,"ey"
"90-2012-0-325",2017,2012,5.5,197,138.375,"ey"
"90-2017-0-783",2021,2017,4.5,196,138.125,"ey"
"90-2014-0-458",2020,2014,6.5,198,138.5,"ey"
"90-2014-0-468",2019,2014,5.5,186,138.75,"ey"
"90-2016-0-662",2019,2016,3.5,169,138.5,"ey"
"90-2017-0-782",2021,2017,4.5,183,138.625,"ey"
"90-2008-0-055",2016,2008,8.5,202,139.125,"ey"
"90-2009-0-060",2012,2009,3.5,198,139.125,"ey"
"90-2010-0-102",2017,2010,7.5,143,139.125,"ey"
"90-2015-0-574",2020,2015,5.5,206,138.875,"ey"
"90-2011-0-359",2014,2011,3.5,171,139,"ey"
"90-2013-0-277",2017,2013,4.5,180,139,"ey"
"90-2007-0-019",2014,2007,7.5,188,139.5,"ey"
"90-2008-0-037",2012,2008,4.5,221,139.375,"ey"
"90-2009-0-058",2013,2009,4.5,214,139.25,"ey"
"90-2010-0-103",2014,2010,4.5,184,139.25,"ey"
"90-2010-0-109",2017,2010,7.5,191,139.25,"ey"
"90-2011-0-352",2017,2011,6.5,149,139.5,"ey"
"90-2012-0-349",2015,2012,3.5,175,139.25,"ey"
"90-2016-0-661",2021,2016,5.5,199,139.375,"ey"
"90-2016-0-671",2020,2016,4.5,199,139.875,"ey"
"90-2013-0-275",2019,2013,6.5,194,139.625,"ey"
"90-2013-0-285",2018,2013,5.5,205,139.625,"ey"
"90-2009-0-067",2014,2009,5.5,211,140.25,"ey"
"90-2012-0-327",2016,2012,4.5,173,140,"ey"
"90-2015-0-580",2019,2015,4.5,178,140,"ey"
"90-2015-0-578",2020,2015,5.5,163,140.5,"ey"
"90-2012-0-329",2017,2012,5.5,208,140.625,"ey"
"90-2012-0-348",2016,2012,4.5,172,140.375,"ey"
"90-2015-0-576",2018,2015,3.5,173,140.625,"ey"
"90-2007-0-046",2015,2007,8.5,193,140.875,"ey"
"90-2009-0-057",2015,2009,6.5,208,141,"ey"
"90-2010-0-102",2016,2010,6.5,183,140.75,"ey"
"90-2010-0-109",2018,2010,8.5,196,141.125,"ey"
"90-2015-0-562",2020,2015,5.5,209,141.125,"ey"
"90-2014-0-456",2021,2014,7.5,223,141.125,"ey"
"90-2015-0-565",2021,2015,6.5,194,140.875,"ey"
"90-2007-0-048",2015,2007,8.5,236,141.5,"ey"
"90-2008-0-042",2013,2008,5.5,229,141.25,"ey"
"90-2009-0-059",2017,2009,8.5,194,141.375,"ey"
"90-2009-0-067",2017,2009,8.5,181,141.5,"ey"
"90-2009-0-070",2016,2009,7.5,243,141.5,"ey"
"90-2012-0-350",2017,2012,5.5,192,141.375,"ey"
"90-2008-0-057",2013,2008,5.5,225,141.625,"ey"
"90-2009-0-052",2016,2009,7.5,216,141.75,"ey"
"90-2014-0-463",2018,2014,4.5,198,141.75,"ey"
"90-2015-0-564",2019,2015,4.5,182,141.625,"ey"
"90-2007-0-019",2013,2007,6.5,179,142,"ey"
"90-2007-0-024",2013,2007,6.5,210,142,"ey"
"90-2008-0-039",2016,2008,8.5,219,142.25,"ey"
"90-2008-0-040",2017,2008,9.5,205,142.125,"ey"
"90-2009-0-059",2015,2009,6.5,151,142.25,"ey"
"90-2010-0-109",2016,2010,6.5,232,142.25,"ey"
"90-2012-0-326",2020,2012,8.5,192,142.25,"ey"
"90-2013-0-291",2021,2013,8.5,190,142.25,"ey"
"90-2008-0-032",2012,2008,4.5,196,142.5,"ey"
"90-2009-0-056",2018,2009,9.5,183,142.5,"ey"
"90-2010-0-110",2012,2010,2.5,167,142.5,"ey"
"90-2014-0-460",2020,2014,6.5,214,142.625,"ey"
"90-2008-0-037",2013,2008,5.5,230,143,"ey"
"90-2008-0-055",2014,2008,6.5,220,142.75,"ey"
"90-2009-0-054",2014,2009,5.5,182,142.875,"ey"
"90-2012-0-326",2018,2012,6.5,202,142.875,"ey"
"90-2013-0-274",2020,2013,7.5,214,143,"ey"
"90-2013-0-273",2016,2013,3.5,193,142.75,"ey"
"90-2014-0-460",2019,2014,5.5,193,142.75,"ey"
"90-2018-0-851",2021,2018,3.5,190,143,"ey"
"90-2009-0-063",2014,2009,5.5,226,143.5,"ey"
"90-2009-0-063",2015,2009,6.5,212,143.5,"ey"
"90-2010-0-112",2016,2010,6.5,193,143.25,"ey"
"90-2012-0-329",2018,2012,6.5,195,143.375,"ey"
"90-2012-0-349",2018,2012,6.5,181,143.375,"ey"
"90-2013-0-292",2019,2013,6.5,229,143.375,"ey"
"90-2007-0-024",2012,2007,5.5,206,143.875,"ey"
"90-2008-0-040",2016,2008,8.5,222,143.75,"ey"
"90-2009-0-051",2013,2009,4.5,186,143.875,"ey"
"90-2010-0-112",2018,2010,8.5,202,143.625,"ey"
"90-2013-0-274",2018,2013,5.5,185,143.75,"ey"
"90-2015-0-568",2019,2015,4.5,184,143.875,"ey"
"90-2010-0-106",2015,2010,5.5,166,144,"ey"
"90-2007-0-040",2012,2007,5.5,245,144.375,"ey"
"90-2008-0-042",2012,2008,4.5,219,144.375,"ey"
"90-2009-0-063",2016,2009,7.5,212,144.5,"ey"
"90-2013-0-278",2021,2013,8.5,215,144.5,"ey"
"90-2009-0-059",2016,2009,7.5,186,144.75,"ey"
"90-2010-0-102",2018,2010,8.5,146,144.875,"ey"
"90-2016-0-672",2020,2016,4.5,198,144.75,"ey"
"90-2015-0-566",2019,2015,4.5,229,144.875,"ey"
"90-2009-0-054",2017,2009,8.5,158,145.25,"ey"
"90-2009-0-067",2016,2009,7.5,214,145.125,"ey"
"90-2011-0-354",2016,2011,5.5,190,145.25,"ey"
"90-2014-0-456",2020,2014,6.5,223,145.375,"ey"
"90-2014-0-472",2019,2014,5.5,206,145.25,"ey"
"90-2013-0-274",2021,2012,8.5,182,145.625,"ey"
"90-2016-0-667",2021,2016,5.5,208,145.75,"ey"
"90-2009-0-068",2018,2009,9.5,188,145.875,"ey"
"90-2015-0-579",2021,2015,6.5,206,145.875,"ey"
"90-2008-0-059",2013,2008,5.5,207,146.375,"ey"
"90-2009-0-067",2018,2009,9.5,190,146.625,"ey"
"90-2010-0-102",2015,2010,5.5,176,146.375,"ey"
"90-2012-0-349",2017,2012,5.5,174,146.5,"ey"
"90-2013-0-274",2019,2013,6.5,219,146.375,"ey"
"90-2013-0-284",2019,2013,6.5,213,146.375,"ey"
"90-2013-0-288",2018,2013,5.5,189,146.625,"ey"
"90-2014-0-456",2019,2014,5.5,215,146.5,"ey"
"90-2015-0-564",2021,2015,6.5,205,146.375,"ey"
"90-2009-0-054",2016,2009,7.5,172,146.75,"ey"
"90-2013-0-280",2017,2013,4.5,201,146.875,"ey"
"90-2015-0-568",2020,2015,5.5,203,146.75,"ey"
"90-2014-0-466",2018,2014,4.5,159,147,"ey"
"90-2008-0-034",2012,2008,4.5,210,147.375,"ey"
"90-2009-0-053",2019,2009,10.5,180,147.375,"ey"
"90-2009-0-060",2021,2009,12.5,191,147.25,"ey"
"90-2011-0-354",2019,2011,8.5,223,147.375,"ey"
"90-2011-0-360",2017,2011,6.5,177,147.375,"ey"
"90-2012-0-349",2019,2012,7.5,201,147.25,"ey"
"90-2013-0-283",2017,2013,4.5,201,147.125,"ey"
"90-2013-0-284",2017,2013,4.5,165,147.25,"ey"
"90-2009-0-056",2017,2009,8.5,187,147.625,"ey"
"90-2009-0-067",2019,2009,10.5,190,147.5,"ey"
"90-2013-0-284",2018,2013,5.5,163,147.75,"ey"
"90-2014-0-458",2019,2014,5.5,206,147.5,"ey"
"90-2010-0-112",2014,2010,4.5,198,147.875,"ey"
"90-2009-0-053",2014,2009,5.5,199,148.25,"ey"
"90-2009-0-059",2014,2009,5.5,204,148.375,"ey"
"90-2011-0-354",2018,2011,7.5,252,148.25,"ey"
"90-2012-0-325",2019,2012,7.5,234,148.375,"ey"
"90-2013-0-288",2019,2013,6.5,203,148.375,"ey"
"90-2009-0-053",2015,2009,6.5,197,149,"ey"
"90-2010-0-109",2015,2010,5.5,193,149,"ey"
"90-2010-0-111",2013,2010,3.5,195,148.625,"ey"
"90-2012-0-347",2019,2012,7.5,201,149,"ey"
"90-2013-0-276",2016,2013,3.5,181,148.875,"ey"
"90-2010-0-106",2020,2010,10.5,200,148.625,"ey"
"90-2016-0-658",2021,2016,5.5,222,148.875,"ey"
"90-2007-0-019",2015,2007,8.5,166,149.375,"ey"
"90-2009-0-058",2017,2009,8.5,202,149.375,"ey"
"90-2010-0-106",2016,2010,6.5,171,149.25,"ey"
"90-2010-0-112",2019,2010,9.5,196,149.125,"ey"
"90-2010-0-114",2014,2010,4.5,208,149.375,"ey"
"90-2012-0-322",2016,2012,4.5,225,149.375,"ey"
"90-2013-0-288",2021,2013,8.5,210,149.125,"ey"
"90-2016-0-666",2020,2016,4.5,177,149.125,"ey"
"90-2017-0-781",2020,2017,3.5,170,149.125,"ey"
"90-2012-0-347",2018,2012,6.5,204,149.625,"ey"
"90-2015-0-574",2021,2015,6.5,209,149.625,"ey"
"90-2016-0-672",2021,2016,5.5,219,149.5,"ey"
"90-2010-0-101",2016,2010,6.5,190,150.125,"ey"
"90-2014-0-467",2021,2014,7.5,192,150.125,"ey"
"90-2008-0-040",2015,2008,7.5,223,150.5,"ey"
"90-2012-0-347",2017,2012,5.5,191,150.5,"ey"
"90-2012-0-349",2016,2012,4.5,166,150.25,"ey"
"90-2014-0-472",2020,2014,6.5,231,150.375,"ey"
"90-2008-0-054",2014,2008,6.5,226,150.625,"ey"
"90-2009-0-053",2017,2009,8.5,182,151.125,"ey"
"90-2009-0-053",2018,2009,9.5,178,151.375,"ey"
"90-2009-0-054",2015,2009,6.5,176,151.25,"ey"
"90-2009-0-058",2018,2009,9.5,229,151,"ey"
"90-2009-0-064",2013,2009,4.5,205,151,"ey"
"90-2010-0-106",2019,2010,9.5,192,151,"ey"
"90-2009-0-056",2020,2009,11.5,171,151.125,"ey"
"90-2009-0-063",2018,2009,9.5,203,151.5,"ey"
"90-2013-0-288",2020,2013,7.5,198,151.75,"ey"
"90-2009-0-068",2015,2009,6.5,200,151.875,"ey"
"90-2010-0-101",2019,2010,9.5,196,151.875,"ey"
"90-2010-0-113",2013,2010,3.5,188,152.125,"ey"
"90-2014-0-475",2018,2014,4.5,195,151.875,"ey"
"90-2008-0-037",2016,2008,8.5,216,152.5,"ey"
"90-2008-0-057",2015,2008,7.5,210,152.375,"ey"
"90-2009-0-058",2014,2009,5.5,222,152.25,"ey"
"90-2011-0-354",2017,2011,6.5,192,152.5,"ey"
"90-2013-0-273",2017,2013,4.5,209,152.25,"ey"
"90-2017-0-776",2021,2017,4.5,184,152.25,"ey"
"90-2008-0-042",2014,2008,6.5,233,152.625,"ey"
"90-2008-0-052",2017,2008,9.5,182,152.75,"ey"
"90-2010-0-101",2015,2010,5.5,212,152.875,"ey"
"90-2008-0-037",2014,2008,6.5,238,153,"ey"
"90-2011-0-359",2015,2011,4.5,176,153,"ey"
"90-2009-0-058",2016,2009,7.5,219,153.625,"ey"
"90-2012-0-329",2016,2012,4.5,199,153.375,"ey"
"90-2008-0-033",2013,2008,5.5,194,154.125,"ey"
"90-2011-0-360",2015,2011,4.5,175,154,"ey"
"90-2008-0-042",2016,2008,8.5,201,154.25,"ey"
"90-2009-0-053",2016,2009,7.5,192,154.375,"ey"
"90-2009-0-066",2014,2009,5.5,249,154.25,"ey"
"90-2013-0-280",2020,2013,7.5,232,154.25,"ey"
"90-2008-0-034",2016,2008,8.5,208,154.625,"ey"
"90-2008-0-052",2013,2008,5.5,219,154.875,"ey"
"90-2010-0-113",2021,2010,11.5,204,155,"ey"
"90-2010-0-101",2018,2010,8.5,187,155.625,"ey"
"90-2010-0-106",2017,2010,7.5,143,155.5,"ey"
"90-2012-0-327",2018,2012,6.5,214,155.5,"ey"
"90-2013-0-276",2018,2013,5.5,215,155.375,"ey"
"90-2014-0-463",2019,2014,5.5,221,155.375,"ey"
"90-2008-0-037",2017,2008,9.5,207,155.75,"ey"
"90-2012-0-329",2019,2012,7.5,227,156,"ey"
"90-2015-0-578",2019,2015,4.5,184,156,"ey"
"90-2015-0-578",2021,2015,6.5,192,155.875,"ey"
"90-2008-0-041",2015,2008,7.5,NA,156.375,"ey"
"90-2009-0-056",2014,2009,5.5,209,156.375,"ey"
"90-2012-0-322",2017,2012,5.5,169,156.25,"ey"
"90-2007-0-036",2011,2007,4.5,220,156.75,"ey"
"90-2008-0-034",2013,2008,5.5,225,156.875,"ey"
"90-2010-0-101",2017,2010,7.5,171,156.75,"ey"
"90-2010-0-107",2016,2010,6.5,221,156.625,"ey"
"90-2009-0-069",2013,2009,4.5,181,157.5,"ey"
"90-2011-0-356",2018,2011,7.5,170,157.5,"ey"
"90-2010-0-106",2018,2010,8.5,197,157.75,"ey"
"90-2013-0-280",2019,2013,6.5,237,157.875,"ey"
"90-2014-0-464",2019,2014,5.5,234,158,"ey"
"90-2016-0-662",2020,2016,4.5,192,157.75,"ey"
"90-2013-0-284",2020,2013,7.5,209,158,"ey"
"90-2007-0-040",2014,2007,7.5,263,158.25,"ey"
"90-2012-0-346",2015,2012,3.5,184,158.375,"ey"
"90-2014-0-466",2021,2014,7.5,162,158.5,"ey"
"90-2008-0-042",2015,2008,7.5,226,158.875,"ey"
"90-2010-0-114",2017,2010,7.5,199,159,"ey"
